id,title,content
4334,Article 4334,"ders. Saul Loeb/AFP/Getty Images June 28: An employee measures a newly built ball mill machine at a factory in Nantong, China. China St"
4335,Article 4335,ringer Network/Reuters June 30: US President Donald Trump shakes hands with North Korean leader Kim Jong Un as the two meet at the Kore
4336,Article 4336,"an Demilitarized Zone. Trump briefly stepped over into North Korean territory, becoming the first sitting US leader to set foot in the "
4337,Article 4337,"nation. Trump said he invited Kim to the White House, and both leaders agreed to restart talks after nuclear negotiations stalled. Shea"
4338,Article 4338,"lah Craighead/The White House July 1: A demonstrator sprays paint inside a chamber at Hong Kong's Legislative Council building, where p"
4339,Article 4339,rotesters forced their way in. Thousands of protesters marched in Hong Kong on what was the 22nd anniversary of the former colony's han
4340,Article 4340,"dover from Britain to China. Tyrone Siu/Reuters July 2: A total solar eclipse is seen from an observatory in La Higuera, Chile. Martin "
4341,Article 4341,Bernetti/AFP/Getty Images July 4: Crowds gather around the Lincoln Memorial Reflecting Pool to watch President Donald Trump speak in Wa
4342,Article 4342,"shington. Trump's ""Salute to America"" ceremony featured military flyovers, music and a largely apolitical speech that struck a patrioti"
4343,Article 4343,"c tone. But the event drew considerable scrutiny in the days leading up to it, as some felt it was politicizing the military. There wer"
4344,Article 4344,"e also critics who said the event, with its massive VIP section and tickets for political donors, had the sheen of a partisan affair. S"
4345,Article 4345,"usan Walsh/Pool/AFP/Getty Images July 6: This aerial photo shows parasols on a beach in Durres, Albania. Gent Shkullaku/AFP/Getty Image"
4346,Article 4346,"s July 8: A protester holds up a sign of multimillionaire Jeffrey Epstein, a well-connected hedge fund manager, in front of a federal c"
4347,Article 4347,ourthouse in New York. A criminal indictment accused Epstein of operating a sex trafficking ring in which he sexually abused dozens of 
4348,Article 4348,underage girls. He was charged with one count of sex trafficking of minors and one count of conspiracy to engage in sex trafficking of 
4349,Article 4349,minors. He pleaded not guilty to the charges before being found unresponsive in his cell in August. He died later in the hospital. New 
4350,Article 4350,"York City's chief medical examiner said Epstein hanged himself. Stephanie Keith/Getty Images July 8: US Sen. Elizabeth Warren, a Democr"
4351,Article 4351,"atic presidential candidate, makes a pinky promise with 8-year-old Sydney Hansen during a campaign stop in Peterborough, New Hampshire."
4352,Article 4352,Charles Krupa/AP July 10: A model presents a creation from Spanish designer Miguel Marinero during a Fashion Week show in Madrid. Gabri
4353,Article 4353,el Bouys/AFP/Getty Images July 13: A large section of Manhattan's Upper West Side and Midtown neighborhoods stand in darkness during a 
4354,Article 4354,"partial blackout. At its peak, the New York blackout shut off power to about 73,000 customers, according to officials with the utility "
4355,Article 4355,"company Con Edison. Scott Heins/Getty Images July 15: From left, US Reps. Ilhan Omar, Alexandria Ocasio-Cortez, Rashida Tlaib and Ayann"
4356,Article 4356,"a Pressley — lawmakers referred to on Capitol Hill as “the squad"" — hold a news conference in Washington. It was a day after President "
4357,Article 4357,Donald Trump openly encouraged the four Democrats to leave the country. They made clear in their news conference that they're here to s
4358,Article 4358,"tay. ""I encourage the American people and all of us in this room and beyond, to not take the bait,"" Pressley said. ""This is a disruptiv"
4359,Article 4359,"e distraction from the issues of care, concern and consequence to the American people.” Brendan Smialowski/AFP/Getty Images"
4360,Article 4360,July 17: US Marines salute transfer cases at Joint Base Pearl Harbor-Hickam in Hawaii. The recently recovered remains were thought to b
4361,Article 4361,e unidentified service members lost in the Battle of Tarawa during World War II. Sgt. Jacqueline Clifford/US Marine Corps/Reuters
4362,Article 4362,"July 17: Miguel Gámez, father of Heydi Nallely Gámez García, touches the bruises on his daughter's neck at a hospital in Queens, New Yo"
4363,Article 4363,"rk. Heydi, a 13-year-old immigrant from Honduras who had been separated from her father for years, was declared brain dead after trying"
4364,Article 4364,"to hang herself. She was taken off life support that day. Mark Kauzlarich for CNN July 22: US Supreme Court Justice Elena Kagan, center"
4365,Article 4365,", speaks at a private ceremony at the Great Hall of the Supreme Court, where former Justice John Paul Stevens was lying in repose. Kaga"
4366,Article 4366,n was the one who replaced Stevens after he retired in 2010. Andrew Harnik/Pool/AP July 22: This photo shows a sea lion that got caught
4367,Article 4367,"in the mouth of a humpback whale in Monterey Bay, California. The sea lion later swam to open waters, photographer Chase Dekker said. H"
4368,Article 4368,"umpback whales are filter-feeding animals who have no interest in consuming sea lions. In fact, that whale's esophagus is only about th"
4369,Article 4369,"e size of a grapefruit or small melon, making it impossible to swallow such a creature. Chase Dekker/AFP/Getty Images July 23: Comedian"
4370,Article 4370,"Jon Stewart smiles as Senate Majority Leader Mitch McConnell walks by him on Capitol Hill. Stewart, who was in Washington to advocate f"
4371,Article 4371,"or an extension of the 9/11 Victim Compensation Fund, has been sharply critical of McConnell in the past. Later in the day, the Senate "
4372,Article 4372,"passed the extension, which would permanently compensate individuals who were injured during the 2001 terrorist attacks or the cleanup "
4373,Article 4373,and rescue efforts. Bill Clark/CQ Roll Call/Getty Images July 24: Former special counsel Robert Mueller arrives on Capitol Hill to test
4374,Article 4374,ify about his recently completed investigation into Russian election interference. It was just the second time in two years that he spo
4375,Article 4375,"ke publicly. Mueller emphasized three points in his opening statement: that the Russian government interfered in the election ""in sweep"
4376,Article 4376,"ing and systematic fashion""; that his investigation did not establish that members of the Trump campaign conspired with the Russian gov"
4377,Article 4377,"ernment to interfere; and that ""based on Justice Department policy and principles of fairness,"" his office decided that it would not ma"
4378,Article 4378,ke a determination on whether Trump committed a crime. Chip Somodevilla/Getty Images July 24: Britain's Queen Elizabeth II welcomes Bor
4379,Article 4379,"is Johnson at Buckingham Palace, where she formally invited him to become Prime Minister. Johnson won the UK's Conservative Party leade"
4380,Article 4380,"rship contest and replaced Theresa May, who was forced into resigning after members of her Cabinet lost confidence in her ability to se"
4381,Article 4381,cure the UK's departure from the European Union. Victoria Jones/WPA Pool/Getty Images July 28: A man tries to catch locusts while stand
4382,Article 4382,"ing on a rooftop in Sanaa, Yemen. Mohammed Huwais/AFP/Getty Images July 29: Kirstin Bright, left, leans on Jessica Bright during a vigi"
4383,Article 4383,"l in Gilroy, California. Kirstin was at the Gilroy Garlic Festival when a gunman opened fire, killing three people and injuring more th"
4384,Article 4384,an a dozen. The suspect — identified as 19-year-old Santino William Legan — was fatally shot by three officers who responded within a m
4385,Article 4385,"inute of the gunfire beginning, Gilroy Police Chief Scot Smithee said. Daniel Kim/Sacramento Bee/ZUMA Wire August 1: A young raccoon lo"
4386,Article 4386,"oks out from a grate after getting stuck in Newton, Massachusetts. The Newton Fire Department was able to free him. Newton Fire Departm"
4387,Article 4387,"ent/AFP/Getty Images August 5: Doves are seen at Horizon High School during a vigil for Javier Rodriguez, a 15-year-old who was killed "
4388,Article 4388,"in a mass shooting in El Paso, Texas. Twenty-two people were killed in the El Paso shooting, which happened at a Walmart. Adriana Zehbr"
4389,Article 4389,"auskas/The New York Times/Redux August 7: A girl cries at a gym in Forest, Mississippi, after immigration raids were carried out at sev"
4390,Article 4390,"en food-processing plants. Hundreds of undocumented workers were arrested, leaving friends, neighbors and, in some instances, strangers"
4391,Article 4391,"to temporarily care for children who did not know whether they would see their parents again, according to CNN affiliate WJTV. For many"
4392,Article 4392,"of the children, it was their first day of the new school year. Alex Love/WJTV August 7: Greg Zanis removes a cross from the bed of his"
4393,Article 4393,"pickup truck in Dayton, Ohio. For 23 years, Zanis has delivered handmade crosses after mass shootings. Just a few days before this phot"
4394,Article 4394,"o, a gunman opened fire in a popular nightlife district in downtown Dayton. Nine people were killed. Mark Felix for CNN August 9: A goa"
4395,Article 4395,"t rides next to a boy on their way to a livestock market in Hebron, West Bank. Hazem Bader/AFP/Getty Images August 10: Democratic presi"
